id,label
64197,0
94487,1
91261,1
80131,1
39819,1
79733,1
24305,0
56733,1
88219,1
45692,1
70328,0
70113,0
12623,0
33398,1
58221,0
50830,1
93043,1
14912,0
28552,0
54456,1
48002,1
8522,0
55939,1
69495,0
23685,0
7408,0
54956,1
40656,1
67341,0
83997,1
82037,1
11003,0
79730,1
6838,0
21418,0
66588,0
45283,1
72356,0
91856,1
71114,0
89023,1
62736,0
8577,0
79462,1
62116,0
61905,0
11525,0
37610,1
96705,1
19115,0
71797,0
76117,1
55331,1
88258,1
86367,1
67990,0
34528,1
68110,0
12164,0
14846,0
33687,1
26453,0
13271,0
66247,0
5892,0
90193,1
71673,0
81630,1
91516,1
37359,1
6889,0
71347,0
76459,1
58135,0
17447,0
27065,0
13595,0
70986,0
82773,1
87438,1
42336,1
8593,0
21106,0
65856,0
27621,0
90789,1
22860,0
47165,1
32985,1
73905,0
10545,0
11507,0
22753,0
37167,1
20854,0
83061,1
28134,0
46948,1
28341,0
41739,1
35950,1
1865,0
71536,0
33086,1
86693,1
79565,1
25885,0
86819,1
89444,1
62515,0
24861,0
59146,0
9159,0
43321,1
86247,1
24869,0
76560,1
21994,0
88114,1
85326,1
45195,1
59699,0
34433,1
4083,0
42742,1
34732,1
91635,1
52022,1
87797,1
63989,0
21246,0
91928,1
11224,0
25669,0
68354,0
34405,1
85636,1
70750,0
63641,0
18715,0
32851,1
57889,0
36616,1
13405,0
76152,1
53119,1
5521,0
37795,1
22625,0
5111,0
89412,1
90405,1
74513,0
6908,0
90829,1
25264,0
58981,0
40344,1
82197,1
92668,1
92311,1
64013,0
72939,0
41016,1
23848,0
34800,1
51810,1
70805,0
52275,1
92967,1
38855,1
96812,1
18661,0
94188,1
44807,1
28254,0
19948,0
60970,0
63804,0
347,0
39787,1
86047,1
61942,0
80681,1
38844,1
24464,0
60136,0
46310,1
75837,1
51368,1
67833,0
6631,0
58048,0
52893,1
9493,0
26055,0
90358,1
80547,1
94330,1
49079,1
8695,0
64127,0
89039,1
73440,0
21691,0
8825,0
87479,1
23310,0
93132,1
37704,1
37480,1
45822,1
92791,1
72126,0
36522,1
40244,1
518,0
51406,1
27058,0
17469,0
33693,1
66129,0
93398,1
54168,1
5338,0
17832,0
51833,1
95296,1
27783,0
26496,0
8323,0
73526,0
90032,1
36706,1
50665,1
77166,1
27233,0
74991,0
28123,0
91670,1
1049,0
6792,0
20697,0
37928,1
82135,1
48519,1
10309,0
72303,0
77041,1
35242,1
92331,1
58281,0
33121,1
21420,0
86959,1
19160,0
67885,0
43461,1
25694,0
85911,1
11662,0
69300,0
12089,0
30104,0
78191,1
59999,0
25663,0
73954,0
63901,0
82572,1
91218,1
42844,1
74610,0
58422,0
24638,0
75147,0
86112,1
25468,0
32878,1
71455,0
32148,1
40388,1
56298,1
59564,0
74246,0
44519,1
19616,0
42477,1
55795,1
11086,0
26374,0
82134,1
54734,1
91563,1
20110,0
62218,0
61055,0
8440,0
36401,1
45053,1
93404,1
71443,0
63442,0
10362,0
64121,0
63612,0
25006,0
42538,1
13313,0
32398,1
17296,0
10626,0
69677,0
64791,0
79212,1
84355,1
43860,1
81589,1
34084,1
49208,1
739,0
68086,0
4000,0
1509,0
36970,1
84346,1
72586,0
59082,0
8592,0
43949,1
62101,0
37971,1
1533,0
7222,0
85220,1
54953,1
10772,0
63854,0
54931,1
70176,0
61221,0
66341,0
67383,0
19607,0
77678,1
29120,0
2376,0
32516,1
89210,1
63293,0
57498,0
91445,1
89914,1
61773,0
68326,0
76564,1
57093,1
78119,1
80185,1
36296,1
90141,1
26161,0
7559,0
12078,0
96085,1
78337,1
17115,0
51605,1
38157,1
47158,1
37535,1
67970,0
65036,0
64424,0
84830,1
21969,0
2003,0
20681,0
50634,1
70352,0
34603,1
13648,0
506,0
91022,1
92644,1
96765,1
20956,0
89380,1
80357,1
42676,1
60174,0
60848,0
64543,0
66981,0
78448,1
41817,1
16795,0
70226,0
21083,0
27313,0
47979,1
38519,1
75042,0
96753,1
93158,1
40504,1
59849,0
13599,0
60538,0
91213,1
48054,1
89529,1
46814,1
34318,1
75883,1
94418,1
12459,0
26366,0
28759,0
73249,0
79801,1
89910,1
13762,0
15294,0
6922,0
11319,0
49447,1
70539,0
52424,1
70403,0
69983,0
44814,1
14227,0
17119,0
20268,0
14536,0
63383,0
88549,1
22927,0
29923,0
64216,0
87012,1
15410,0
49604,1
88228,1
16532,0
25496,0
2979,0
313,0
18918,0
20744,0
93129,1
7052,0
62195,0
69839,0
45274,1
79527,1
20490,0
84196,1
71136,0
95535,1
84470,1
6595,0
31998,1
2051,0
51634,1
45830,1
95506,1
55087,1
53715,1
64592,0
29765,0
51249,1
67231,0
22948,0
90367,1
67017,0
81103,1
43631,1
3636,0
12283,0
70047,0
23595,0
27942,0
84127,1
58144,0
78610,1
50255,1
72565,0
74508,0
68795,0
87758,1
25126,0
46196,1
74925,0
72396,0
9154,0
64284,0
74994,0
1195,0
12084,0
61307,0
28579,0
62518,0
74833,0
56320,1
87095,1
83296,1
21668,0
85524,1
7206,0
74462,0
92412,1
22105,0
33208,1
39963,1
92368,1
15480,0
67877,0
64001,0
62074,0
63897,0
72451,0
70429,0
96483,1
43783,1
23392,0
59067,0
53356,1
71868,0
80190,1
90588,1
89775,1
11023,0
53483,1
8457,0
12769,0
84088,1
32536,1
43066,1
32335,1
65721,0
69882,0
56079,1
56410,1
29094,0
11654,0
52040,1
82410,1
3385,0
21743,0
83263,1
10132,0
37767,1
53458,1
74249,0
70363,0
78392,1
86976,1
75786,1
54408,1
16368,0
87862,1
78132,1
79544,1
13429,0
263,0
55271,1
85118,1
18682,0
10294,0
54364,1
86470,1
23608,0
89577,1
68080,0
63865,0
12305,0
21356,0
84596,1
9625,0
34338,1
94371,1
82143,1
39446,1
72995,0
76707,1
12768,0
8151,0
10473,0
95749,1
85319,1
28230,0
83700,1
16828,0
52182,1
57322,0
34582,1
95577,1
165,0
11417,0
60409,0
38660,1
210,0
57293,0
12034,0
19194,0
3348,0
49406,1
70666,0
38933,1
86012,1
11324,0
72872,0
38578,1
67316,0
23450,0
25970,0
89216,1
71212,0
86785,1
29960,0
86893,1
72975,0
13791,0
80146,1
59036,0
44553,1
74404,0
64153,0
86205,1
59944,0
33562,1
56957,1
21208,0
85249,1
89667,1
49465,1
40436,1
92734,1
59490,0
37988,1
50450,1
16491,0
66691,0
89724,1
21801,0
20384,0
76710,1
95172,1
90199,1
68992,0
57761,0
86562,1
20390,0
50109,1
7286,0
41570,1
32362,1
49720,1
7027,0
35354,1
10246,0
82378,1
59479,0
9380,0
11908,0
67467,0
77566,1
38456,1
39597,1
1026,0
91280,1
29316,0
90835,1
96276,1
82997,1
49038,1
29052,0
13994,0
43909,1
93345,1
15926,0
87383,1
23023,0
69732,0
9148,0
26454,0
14771,0
72736,0
6663,0
6781,0
16131,0
61357,0
65237,0
38989,1
49002,1
46844,1
45221,1
13174,0
26269,0
74394,0
91959,1
2676,0
55709,1
70892,0
40585,1
15298,0
71106,0
23009,0
5136,0
1112,0
51825,1
50684,1
27078,0
89946,1
95280,1
48492,1
62915,0
78845,1
7902,0
17702,0
25656,0
71737,0
57021,1
5175,0
94398,1
79465,1
10379,0
35052,1
22704,0
1684,0
84042,1
27710,0
37382,1
58560,0
92298,1
78516,1
93473,1
14443,0
90166,1
64675,0
15223,0
72598,0
8303,0
52361,1
69873,0
73538,0
23609,0
42627,1
47317,1
59293,0
44201,1
74893,0
83259,1
85431,1
4401,0
84349,1
23312,0
97379,1
60634,0
74666,0
79995,1
74902,0
34646,1
84931,1
43535,1
68074,0
78608,1
61918,0
56954,1
87519,1
41216,1
80697,1
88600,1
66411,0
54547,1
3689,0
60831,0
61872,0
3677,0
57509,0
96694,1
69299,0
57898,0
78054,1
50102,1
83909,1
66958,0
4982,0
91637,1
57833,0
92308,1
59590,0
153,0
41451,1
66145,0
29163,0
88470,1
71760,0
9169,0
19724,0
61540,0
67831,0
15564,0
72882,0
60062,0
16351,0
78498,1
4803,0
77553,1
72452,0
91385,1
11848,0
17723,0
32193,1
59592,0
14535,0
58858,0
42482,1
49873,1
83239,1
77545,1
58444,0
5363,0
3115,0
17651,0
95585,1
29874,0
84118,1
70927,0
56199,1
72198,0
69013,0
60335,0
28661,0
5753,0
22213,0
43366,1
94491,1
75887,1
68910,0
11165,0
23658,0
55692,1
82342,1
12025,0
33938,1
50784,1
10855,0
81756,1
69231,0
36218,1
11022,0
97261,1
33504,1
81409,1
20257,0
45356,1
82384,1
58341,0
68060,0
93706,1
94676,1
57780,0
10542,0
70353,0
72597,0
97258,1
35993,1
17995,0
84158,1
66702,0
45913,1
70322,0
36408,1
90346,1
46430,1
18852,0
54396,1
34081,1
60039,0
66163,0
593,0
57666,0
17254,0
66517,0
4280,0
60781,0
58227,0
5484,0
16898,0
94787,1
27605,0
2589,0
79585,1
74803,0
90314,1
79933,1
39056,1
6850,0
4782,0
40670,1
13618,0
91475,1
22627,0
28810,0
44704,1
33543,1
51418,1
2881,0
85442,1
54493,1
88388,1
66495,0
18368,0
13962,0
65128,0
2606,0
141,0
3551,0
82701,1
49473,1
50261,1
53367,1
4859,0
70088,0
70332,0
39628,1
84013,1
25459,0
76249,1
29686,0
40450,1
18998,0
84451,1
81786,1
55392,1
40560,1
89496,1
14601,0
13837,0
81731,1
9549,0
95311,1
50455,1
41762,1
36150,1
34815,1
26236,0
63809,0
44148,1
20562,0
40439,1
44799,1
82322,1
14800,0
24476,0
35794,1
41779,1
11498,0
6597,0
50221,1
72289,0
95799,1
76596,1
64820,0
59617,0
39755,1
62624,0
67398,0
22759,0
70572,0
74564,0
11106,0
84186,1
52986,1
91369,1
46382,1
62376,0
61311,0
55571,1
85958,1
47878,1
69449,0
90762,1
65119,0
19294,0
83899,1
879,0
86051,1
34723,1
19401,0
93146,1
46481,1
83890,1
84774,1
32325,1
95355,1
53343,1
6819,0
5084,0
10494,0
70369,0
72094,0
51248,1
66126,0
11336,0
20062,0
33765,1
96731,1
13482,0
34204,1
11666,0
86099,1
30070,0
92465,1
63140,0
22639,0
68971,0
36307,1
63831,0
63410,0
20446,0
85450,1
8456,0
45358,1
78493,1
59842,0
67499,0
88127,1
42417,1
25581,0
78676,1
45223,1
22029,0
52737,1
43724,1
90155,1
60142,0
87939,1
85171,1
52879,1
94610,1
11766,0
73267,0
78926,1
58332,0
93729,1
87654,1
9964,0
96951,1
79736,1
18774,0
3116,0
18611,0
60544,0
54095,1
94295,1
93065,1
3724,0
68320,0
78616,1
38340,1
21997,0
91760,1
69682,0
5639,0
11529,0
21227,0
89453,1
66315,0
90982,1
52820,1
60028,0
66627,0
61596,0
76040,1
5471,0
97329,1
32864,1
47967,1
89763,1
12650,0
4632,0
34380,1
35259,1
26768,0
64336,0
69684,0
49776,1
42531,1
96083,1
48165,1
92019,1
88306,1
39172,1
9129,0
57680,0
59721,0
9488,0
52901,1
32862,1
64894,0
24279,0
12073,0
37097,1
29452,0
948,0
27895,0
71420,0
57800,0
68777,0
61412,0
80974,1
40595,1
86257,1
76926,1
59683,0
79607,1
77025,1
60270,0
35509,1
69754,0
85765,1
84896,1
39797,1
73784,0
40172,1
56385,1
50259,1
25857,0
79928,1
94071,1
72429,0
44729,1
58301,0
69852,0
80814,1
6233,0
77469,1
9069,0
27729,0
74467,0
24081,0
69152,0
16343,0
40516,1
67333,0
70947,0
83881,1
65992,0
85265,1
4533,0
90319,1
64385,0
79514,1
5580,0
48500,1
51320,1
19564,0
66976,0
54007,1
87002,1
58931,0
55247,1
26183,0
27919,0
26361,0
18681,0
95037,1
25184,0
89611,1
52041,1
75087,0
19878,0
60286,0
71880,0
97255,1
89701,1
16685,0
80884,1
12069,0
57381,0
61308,0
97374,1
20545,0
15668,0
38368,1
12112,0
87770,1
58592,0
95108,1
10040,0
68449,0
66538,0
60314,0
94492,1
71109,0
70695,0
56744,1
90517,1
90179,1
89589,1
86549,1
81840,1
59052,0
85598,1
20457,0
25367,0
96384,1
55037,1
60828,0
62744,0
73866,0
38385,1
88039,1
91171,1
79509,1
14798,0
95632,1
61199,0
72798,0
95493,1
65783,0
2668,0
51857,1
65307,0
60058,0
92156,1
58602,0
94339,1
23469,0
55523,1
40210,1
84627,1
86980,1
70075,0
68639,0
86135,1
58298,0
83635,1
58316,0
82614,1
52264,1
11658,0
82940,1
76207,1
32008,1
26160,0
69291,0
83213,1
63425,0
4623,0
21972,0
1555,0
86045,1
62717,0
90435,1
1711,0
33356,1
79587,1
23265,0
2207,0
32523,1
78945,1
79017,1
47609,1
62203,0
90485,1
9770,0
93594,1
83622,1
24998,0
83613,1
91597,1
12117,0
20746,0
25650,0
40709,1
81622,1
79166,1
90420,1
41198,1
61388,0
33360,1
65974,0
66915,0
41563,1
39252,1
22830,0
62712,0
5562,0
72705,0
44955,1
96558,1
33721,1
4490,0
61464,0
52443,1
2987,0
61165,0
91942,1
84225,1
96623,1
91405,1
567,0
49241,1
88991,1
28462,0
7631,0
22062,0
60976,0
90388,1
93559,1
92686,1
61475,0
76626,1
52128,1
6900,0
91176,1
33097,1
47087,1
32374,1
74500,0
80914,1
85664,1
7596,0
94260,1
63304,0
91351,1
7139,0
85231,1
73513,0
64812,0
88987,1
46964,1
66389,0
95314,1
16576,0
79335,1
53983,1
14558,0
81563,1
47255,1
95014,1
71447,0
84106,1
81774,1
80773,1
22525,0
46153,1
73441,0
7885,0
66063,0
39480,1
59337,0
87187,1
44481,1
67654,0
87271,1
83535,1
18435,0
61358,0
73924,0
28768,0
45163,1
93252,1
55580,1
65340,0
4725,0
34064,1
48064,1
4237,0
88625,1
44221,1
3927,0
18999,0
73798,0
52974,1
22160,0
46416,1
96409,1
50648,1
94138,1
57388,0
60189,0
28500,0
65064,0
59779,0
15865,0
47458,1
24479,0
42872,1
5,0
92567,1
92680,1
16157,0
90607,1
94886,1
35061,1
63871,0
23262,0
73258,0
54413,1
67908,0
5181,0
43882,1
22847,0
25166,0
35153,1
44693,1
24865,0
13274,0
86215,1
72703,0
9137,0
85937,1
46870,1
64725,0
48423,1
95894,1
7734,0
29342,0
75138,0
95717,1
64921,0
87995,1
80090,1
60607,0
21056,0
23035,0
89630,1
21183,0
85119,1
92006,1
42591,1
86208,1
25616,0
96624,1
78274,1
85513,1
92267,1
80277,1
5312,0
17668,0
1617,0
23754,0
78460,1
53518,1
7587,0
39430,1
16654,0
4913,0
23364,0
83279,1
63396,0
86587,1
6848,0
24511,0
36201,1
45372,1
83564,1
9039,0
8647,0
74040,0
36625,1
47330,1
89080,1
18061,0
21732,0
93408,1
9012,0
61605,0
89445,1
9500,0
24200,0
40660,1
21043,0
77433,1
9233,0
95763,1
84714,1
62452,0
595,0
80936,1
66562,0
22299,0
56478,1
33953,1
33635,1
80945,1
10376,0
88137,1
65602,0
18336,0
29310,0
82800,1
43484,1
49370,1
80074,1
85280,1
24275,0
19368,0
69498,0
74708,0
5689,0
66806,0
16652,0
29028,0
21053,0
23821,0
14078,0
43826,1
27413,0
32876,1
21559,0
41460,1
57796,0
62151,0
2591,0
79603,1
32620,1
82253,1
35062,1
15174,0
88121,1
33767,1
87051,1
5013,0
94854,1
21116,0
62829,0
32313,1
52826,1
32048,1
76533,1
6156,0
46328,1
72876,0
96974,1
41799,1
19655,0
33597,1
15457,0
22901,0
65795,0
85127,1
21066,0
91229,1
44273,1
58294,0
61998,0
65502,0
13651,0
26402,0
50151,1
108,0
70585,0
44183,1
69230,0
96838,1
32163,1
32958,1
51905,1
85447,1
41780,1
70137,0
41333,1
94175,1
97112,1
26785,0
65921,0
68576,0
57326,0
68779,0
54279,1
907,0
3972,0
6670,0
2792,0
1661,0
72154,0
7668,0
82627,1
85472,1
51014,1
37634,1
8055,0
93387,1
22027,0
91016,1
9426,0
7675,0
15161,0
36742,1
64674,0
14548,0
37153,1
19136,0
82493,1
53345,1
72627,0
85246,1
69845,0
7819,0
24339,0
90121,1
38949,1
57936,0
58709,0
78278,1
75232,0
68135,0
14616,0
93358,1
90225,1
12455,0
55623,1
77296,1
8460,0
60636,0
89785,1
83910,1
72506,0
41269,1
42536,1
92892,1
5063,0
78506,1
72283,0
81181,1
27500,0
25923,0
18271,0
96395,1
28791,0
62746,0
42328,1
21558,0
70050,0
60762,0
19566,0
94174,1
15622,0
55257,1
26907,0
63527,0
76310,1
17257,0
86394,1
57687,0
72061,0
76167,1
64434,0
72588,0
69589,0
66917,0
72527,0
94088,1
4694,0
74154,0
4358,0
50794,1
74190,0
17406,0
58997,0
22076,0
75875,1
85200,1
92607,1
1520,0
83912,1
7850,0
88689,1
46975,1
58624,0
14589,0
44460,1
83681,1
166,0
19864,0
78220,1
86995,1
47343,1
24180,0
12510,0
84120,1
53198,1
2039,0
88935,1
94640,1
53305,1
88783,1
9183,0
40331,1
56235,1
2735,0
59003,0
71426,0
59584,0
4460,0
74865,0
4279,0
3113,0
81403,1
81879,1
83626,1
60171,0
56520,1
52413,1
88580,1
39087,1
58910,0
22000,0
80629,1
69593,0
90137,1
95097,1
48977,1
18098,0
6917,0
61379,0
63623,0
21151,0
57826,0
69615,0
95017,1
17118,0
25693,0
76227,1
14927,0
68246,0
53470,1
9504,0
73881,0
15673,0
88530,1
58203,0
37253,1
91964,1
91625,1
49600,1
3180,0
51673,1
73898,0
96631,1
83599,1
51004,1
25428,0
89800,1
86751,1
7690,0
52835,1
15800,0
61342,0
68083,0
48901,1
76949,1
60938,0
4315,0
10578,0
10495,0
17107,0
68548,0
20293,0
24926,0
54838,1
74182,0
89852,1
66551,0
7136,0
36560,1
74095,0
56459,1
92120,1
66523,0
61439,0
67309,0
33201,1
5672,0
19207,0
62562,0
64669,0
44803,1
93669,1
34965,1
96212,1
85966,1
61190,0
1231,0
54670,1
9230,0
68877,0
88090,1
26796,0
41967,1
83959,1
67791,0
64002,0
54792,1
13190,0
64563,0
90100,1
86776,1
52016,1
17577,0
26046,0
36189,1
75907,1
45300,1
82807,1
23319,0
82922,1
74042,0
70605,0
16792,0
10675,0
55814,1
40781,1
86292,1
54774,1
88,0
86214,1
57261,0
86681,1
84706,1
54845,1
85866,1
85278,1
51724,1
62236,0
92060,1
6605,0
18208,0
52460,1
88992,1
80068,1
92009,1
54212,1
47611,1
76099,1
47284,1
2238,0
40574,1
33773,1
21502,0
38324,1
10269,0
37369,1
59234,0
45855,1
1650,0
36527,1
76215,1
5776,0
68042,0
41939,1
85914,1
72722,0
26446,0
18074,0
73888,0
29992,0
47508,1
91089,1
65919,0
8578,0
33900,1
23571,0
39483,1
11475,0
77493,1
6367,0
63283,0
42587,1
81462,1
92371,1
95622,1
74766,0
83479,1
13045,0
63035,0
42687,1
27641,0
9867,0
95185,1
59212,0
76092,1
38761,1
80247,1
1368,0
64785,0
83648,1
1462,0
23229,0
65048,0
52384,1
36814,1
44512,1
37127,1
86252,1
79457,1
35619,1
58595,0
1254,0
53391,1
65392,0
45887,1
52127,1
17907,0
37004,1
57775,0
19841,0
8866,0
49155,1
92636,1
43668,1
82623,1
62527,0
89450,1
60410,0
61369,0
47610,1
76595,1
60451,0
43509,1
93935,1
24944,0
82672,1
74660,0
43706,1
72341,0
60777,0
47550,1
66308,0
65877,0
77408,1
45425,1
56086,1
22329,0
96737,1
8146,0
27502,0
89947,1
19621,0
39476,1
14163,0
83708,1
22362,0
42736,1
78564,1
49127,1
27610,0
19694,0
52364,1
15868,0
8152,0
85284,1
66913,0
49985,1
93381,1
39905,1
48772,1
51196,1
96551,1
37331,1
2498,0
72711,0
44186,1
44168,1
46519,1
61565,0
66084,0
34261,1
3443,0
74308,0
34568,1
29189,0
51445,1
26902,0
74282,0
91148,1
61039,0
93980,1
84362,1
70054,0
63198,0
95517,1
95420,1
77878,1
72426,0
36475,1
2001,0
29639,0
22180,0
94191,1
50992,1
39691,1
21255,0
50566,1
37215,1
69216,0
82776,1
22227,0
7302,0
77221,1
75787,1
60964,0
60962,0
60815,0
71247,0
7783,0
1261,0
97362,1
32457,1
76447,1
51926,1
78028,1
83439,1
77074,1
62044,0
84300,1
3612,0
57976,0
18399,0
17698,0
70212,0
66423,0
74882,0
23005,0
73882,0
57315,0
52917,1
1469,0
48615,1
55098,1
36043,1
37368,1
55645,1
11001,0
23674,0
59366,0
89952,1
13918,0
29220,0
4746,0
26375,0
69547,0
7276,0
90315,1
78806,1
22570,0
656,0
18945,0
71026,0
33818,1
65416,0
11250,0
113,0
49213,1
62508,0
20521,0
34916,1
53381,1
5668,0
70044,0
82016,1
1694,0
3024,0
68248,0
6765,0
83806,1
88093,1
52244,1
60399,0
55492,1
70939,0
97373,1
53243,1
94811,1
92609,1
82629,1
53172,1
19636,0
57407,0
74401,0
36261,1
97125,1
49634,1
6941,0
26113,0
43644,1
64961,0
89017,1
37497,1
52072,1
12062,0
44549,1
62279,0
95706,1
40282,1
22695,0
67265,0
46433,1
8770,0
85734,1
97021,1
96105,1
68682,0
94022,1
79181,1
58880,0
95078,1
65037,0
14797,0
94289,1
10125,0
22157,0
34609,1
88734,1
35360,1
74034,0
82853,1
37602,1
66752,0
52554,1
71290,0
4270,0
14595,0
44585,1
35838,1
22387,0
50412,1
92117,1
8124,0
38012,1
72654,0
6469,0
90305,1
13138,0
22396,0
45640,1
45648,1
48906,1
9339,0
62177,0
84017,1
44644,1
79761,1
59081,0
32840,1
23579,0
92991,1
81298,1
36743,1
92624,1
29979,0
96065,1
4829,0
47869,1
21998,0
83500,1
9552,0
43080,1
52849,1
51405,1
70387,0
51096,1
53512,1
74421,0
2597,0
11453,0
86805,1
52831,1
57581,0
52490,1
82841,1
46084,1
59941,0
68932,0
83234,1
85813,1
24078,0
26932,0
5505,0
49562,1
64956,0
94520,1
19319,0
93216,1
27603,0
50218,1
80032,1
16282,0
83557,1
55092,1
60274,0
32035,1
17026,0
52179,1
38173,1
12641,0
34999,1
67518,0
57235,1
74052,0
44380,1
35257,1
25953,0
15115,0
66637,0
95938,1
11906,0
89941,1
88074,1
28517,0
5210,0
966,0
89401,1
59136,0
67765,0
49934,1
68111,0
72657,0
44323,1
7000,0
13262,0
17126,0
52078,1
95572,1
11306,0
38867,1
88085,1
27251,0
21180,0
85262,1
58172,0
15665,0
44444,1
6772,0
6738,0
56452,1
77049,1
87450,1
61703,0
63750,0
14756,0
15244,0
57782,0
56196,1
12289,0
95418,1
17608,0
78529,1
77688,1
65693,0
45986,1
86638,1
61995,0
79055,1
81440,1
13047,0
19812,0
18507,0
58969,0
37194,1
53704,1
3504,0
39370,1
26861,0
72339,0
58322,0
55319,1
97006,1
22276,0
89913,1
80555,1
72774,0
9805,0
52343,1
37456,1
96950,1
59776,0
48967,1
43829,1
86948,1
75108,0
49023,1
43261,1
20709,0
36915,1
96904,1
68014,0
88567,1
32387,1
66461,0
9020,0
28335,0
1969,0
89863,1
44029,1
6338,0
87804,1
26971,0
683,0
21831,0
75983,1
28638,0
66874,0
44415,1
44796,1
76716,1
19159,0
11135,0
87608,1
67429,0
7407,0
65957,0
51446,1
51823,1
69179,0
38182,1
67880,0
60482,0
66094,0
71579,0
54404,1
94354,1
86327,1
45267,1
46600,1
12470,0
23667,0
44382,1
72288,0
14369,0
8112,0
10531,0
67962,0
64843,0
88724,1
66057,0
32844,1
88123,1
71929,0
10760,0
86870,1
36406,1
64876,0
4149,0
77076,1
91427,1
58629,0
87999,1
92475,1
62493,0
32327,1
86647,1
20810,0
2186,0
81228,1
7234,0
57857,0
24685,0
80634,1
17128,0
55216,1
35853,1
999,0
49642,1
44111,1
22142,0
12900,0
42297,1
18842,0
5547,0
77962,1
44972,1
58286,0
88569,1
83836,1
67626,0
71514,0
77182,1
13527,0
90589,1
6222,0
45097,1
62354,0
50957,1
81453,1
79097,1
17943,0
29466,0
81640,1
48289,1
8676,0
27315,0
50197,1
95431,1
14540,0
33781,1
47520,1
22288,0
32926,1
93892,1
34227,1
16069,0
27989,0
23976,0
7485,0
77376,1
95791,1
74700,0
64371,0
16116,0
8066,0
14767,0
55082,1
94074,1
3580,0
8678,0
67793,0
60778,0
32920,1
51665,1
32941,1
84673,1
14914,0
75231,0
17822,0
1879,0
96800,1
87660,1
73307,0
55422,1
6012,0
60955,0
41963,1
86506,1
62668,0
72642,0
93930,1
14697,0
46724,1
24996,0
927,0
19315,0
77061,1
56742,1
92796,1
80698,1
29059,0
44839,1
55322,1
8264,0
28233,0
63316,0
33290,1
76279,1
74747,0
62362,0
19323,0
16891,0
5365,0
42518,1
68224,0
69799,0
76001,1
23846,0
11091,0
91977,1
28345,0
50628,1
54078,1
37409,1
55428,1
11192,0
73800,0
81120,1
20796,0
62809,0
26262,0
76302,1
63644,0
85810,1
15866,0
51735,1
59147,0
58638,0
56557,1
11538,0
82257,1
90302,1
94788,1
88372,1
37563,1
12128,0
21423,0
82052,1
20572,0
86163,1
19309,0
19024,0
62596,0
37520,1
88542,1
27342,0
87805,1
62754,0
93740,1
88301,1
48812,1
56988,1
66681,0
4712,0
91143,1
46759,1
65656,0
96552,1
72179,0
53228,1
46692,1
94930,1
55979,1
15586,0
86204,1
44167,1
21357,0
28265,0
62414,0
49508,1
93647,1
14249,0
61758,0
64068,0
46610,1
58566,0
92100,1
79781,1
57907,0
4239,0
46910,1
9146,0
37076,1
72800,0
69355,0
76992,1
76404,1
76538,1
91771,1
13829,0
66496,0
82843,1
40243,1
82202,1
53581,1
74499,0
69129,0
91666,1
7706,0
39188,1
2526,0
49177,1
58249,0
90092,1
26400,0
68500,0
26133,0
79572,1
95652,1
1414,0
73219,0
51613,1
15578,0
54700,1
80893,1
46792,1
87134,1
63762,0
89869,1
45130,1
51447,1
40524,1
63663,0
23390,0
91409,1
62392,0
94006,1
14718,0
12496,0
76589,1
94231,1
46576,1
88343,1
43794,1
70462,0
56102,1
22004,0
